"siret","code","workforce_count","coordinates","usual_name"
"50792276300010","36.00Z",35,"(47.295764,-2.387674)","SEPIG-ATLANTIQUE EAU"
"50979890600012","10.71C",35,"(47.284691,-2.395213)","SARL CLERAULT"
"53924894800025","43.22B",35,"(47.325461,-2.409656)","AMBIANCES FLAMMES GUERANDE LA BAULE"
"54210765112172","35.23Z",75,"(47.286963,-2.39601)","DIRCO"
"47974330400012","10.71C",35,"(47.325912,-2.411415)","LE FOURNIL DU PAYS BLANC"
"48963789200048","43.34Z",35,"(47.329038,-2.402972)","GUIHENEUF PEINTURE"
"49305618800011","10.51C",375,"(47.430808,-2.330951)","H.C INGREDIENTS"
"44524500400012","43.32A",35,"(47.351472,-2.514221)","MENUISERIE DIDIER CADRO"
"77566487303206","42.22Z",75,"(47.32392,-2.406135)","BOUYGUES ENERGIES & SERVICES"
"80857822300030","37.00Z",35,"(47.296597,-2.412922)","ASSAINISSEMENT DE LA PRESQU ILE DE GUERANDE"
"51830385400013","33.15Z",35,"(47.351372,-2.514121)","MARINE SERVICE INTERNATIONAL"
"45039629600029","33.20A",35,"(47.29193,-2.20117)","ATLANTIQUE TOLERIE SOUDURE"
"45297290400018","25.62B",35,"(47.30013,-2.18327)","SAMA"
"52868720500021","33.20A",35,"(47.29625,-2.18493)","TIB COMPANY INTERIOR"
"52920684900018","33.20A",75,"(47.28177,-2.21568)","SOFREBA"
"80045271600015","43.32A",75,"(47.29117,-2.29109)","ADM AGENCEMENT-ATELIERS DU MARAIS-ATELIERS ATLANTA"
"55204695501603","35.30Z",35,"(47.29923,-2.29646)","ENGIE ENERGIE SERVICES"
"81336750500019","33.15Z",35,"(47.27851,-2.19321)","NAVTIS PAYS DE LOIRE"
"57368016200407","43.34Z",75,"(47.30954,-2.1883)","PREZIOSO LINJEBYGG"
"49968957800023","33.11Z",75,"(47.32452,-2.07686)","FOURE LAGADEC ATLANTIQUE"
"73205002600556","33.12Z",35,"(47.30974,-2.1883)","MASER ENGINEERING"
"80843909500023","33.20A",35,"(47.32442,-2.07706)","H.V.KAS."
"55615017500264","43.12A",35,"(47.32961,-2.12776)","PIGEON TP LOIRE ANJOU"
"48042671700074","43.32B",35,"(47.30782,-2.1841)","ATLANTIS MONTAZA"
"65382053000083","38.31Z",150,"(47.313352,-2.149669)","GDE NEGOCE"
"51252040400025","43.99A",35,"(47.727991,1.928362)","3 MDV"
"53893142900012","43.22B",35,"(48.274761,2.108227)","RES-AIR"
"47935732900016","25.62B",75,"(47.40485,-2.09147)","BESNE MECANIQUE DE PRECISION"
"77734683400016","42.21Z",35,"(48.150866,2.239623)","ENTREPRISE N. CRAMBES"
"51402057700029","42.22Z",35,"(47.958636,2.80328)","JALOUZOT TEL"
"53902195600013","24.54Z",35,"(47.956665,2.803996)","FONDERIE DE L'OUANNE"
"50326933400010","42.11Z",75,"(47.848257,2.671459)","T.P. VAUVELLE"
"55208131712468","35.13Z",75,"(47.746604,2.498453)","CTRE NAT EQUIP PRODUCT ELECTR"
"51011488700019","25.62B",35,"(47.611466,2.776322)","MGP SN"
"55208131740238","35.13Z",35,"(47.773401,2.470554)","U S I OUEST"
"55208131765532","35.13Z",35,"(47.770278,2.458166)","ELECTRICITE DE FRANCE"
"69678042800061","25.61Z",35,"(47.790191,1.636954)","BODYCOTE"
"49838012000028","33.20A",35,"(47.78734,-3.421211)","OUEST REALISATIONS TUYAUTERIES INDUSTRIELLES SOUDURES - PAR ABREVIATION ORTIS"
"45400718800021","41.20A",35,"(47.78822,1.718773)","SOC DE CONSTRUCTION BAT DU LOIRET SARL"
"50149609500032","41.20A",35,"(48.293958,2.407986)","AVRAT REAPARK"
"55208131740360","35.13Z",375,"(47.965968,2.791162)","EDF DAIP ULM AMT CENTRE"
"80123403000030","43.34Z",35,"(47.972455,2.783974)","ROGGIANI"
"57206135600026","25.62B",75,"(48.017688,2.737985)","ETABLISSEMENTS VISCO"
"48010803400137","43.21A",35,"(47.977721,2.718977)","COFELY INEO"
"49199027100034","43.32A",35,"(47.984465,2.701278)","MICHEL BETHOUL"
"77553295500033","42.21Z",35,"(47.988593,2.666003)","MERLIN T P"
"77559249600282","42.11Z",75,"(48.037417,2.669823)","EUROVIA CENTRE LOIRE"
"45393825000025","43.22A",35,"(47.986766,2.651803)","GENITHERMIE"
"49241779500027","43.33Z",35,"(47.99374,2.625755)","G.E.M."
"77573811500028","33.20B",150,"(48.091527,2.789524)","SA REDEX"
"48151470100020","43.12A",35,"(47.857944,2.104205)","TERRASSEMENT VAL ET FORET SARL"
"45650053702899","35.30Z",150,"(47.833219,1.939385)","DALKIA"
"47889128600021","24.53Z",150,"(47.869089,1.922079)","SIFA TECHNOLOGIES"
"48010803400020","43.21A",150,"(47.86836,1.919318)","ENGIE SOLUTIONS"
"81760978700012","18.12Z",35,"(47.868572,1.917922)","HWP"
"78006155200029","10.71C",35,"(47.903836,1.903166)","ETABLISSEMENTS CORDIER ET COMPAGNIE"
"55204695503955","35.30Z",150,"(47.848299,1.924085)","COFELY"
"55208131788658","35.13Z",75,"(47.846854,1.926768)","ELECTRICITE DE FRANCE"
"57202552600953","36.00Z",75,"(47.84825,1.915939)","VEOLIA EAU - COMPAGNIE GENERALE DES EAUX"
"77559249600258","42.11Z",150,"(47.934228,1.897672)","EUROVIA CENTRE LOIRE"
"53870002200121","43.21A",35,"(47.916467,1.941831)","SPIE FACILITIES"
"70378024700655","43.12A",35,"(47.920982,1.946957)","SOBECA"
"81642039200143","43.21A",35,"(47.91294,1.947673)","ENTREPRISE ROGER MARTEAU"
"50117492400024","25.62B",35,"(47.910174,1.862282)","LASERIS CENTRE"
"77560793000028","43.32B",35,"(47.915217,1.880919)","ENTREPRISE BERNARDI"
"81062226600023","33.20B",35,"(47.915481,1.881054)","RESCOTEL"
"49327549900082","42.99Z",35,"(47.947974,1.860395)","GTM NORMANDIE CENTRE"
"49327549900116","43.99D",35,"(47.948174,1.860395)","MTC"
"50140245700060","41.20B",75,"(47.948074,1.860295)","SOGEA CENTRE"
"63201725700122","43.22B",150,"(47.899281,1.848953)","MCI"
"72202474202343","43.29B",35,"(47.885116,1.818429)","THYSSENKRUPP ASCENSEURS"
"45101006000031","42.21Z",35,"(47.903905,1.854391)","SEIT HYDR'EAU"
"45101014400017","43.21A",75,"(47.904105,1.854391)","ACTEMIUM ORLEANS"
"47752224700048","43.34Z",35,"(47.928498,1.846739)","SOGEP CENTRE"
"62722004900936","43.22B",150,"(47.907907,1.85658)","HERVE THERMIQUE"
"68204083700572","43.99A",75,"(47.90979,1.853857)","SMAC"
"79219923400032","43.99A",35,"(47.936633,1.838955)","B.F.I"
"59205230201555","43.29B",35,"(47.95185,1.842911)","KONE"
"78813928500027","43.32A",375,"(47.814444,1.94973)","THEVENIN SA"
"53793402800136","43.21A",35,"(47.925465,1.950384)","CEGELEC ORLEANS TERTIAIRE"
"75032919500010","43.99A",35,"(47.935871,1.950727)","BRAUN ETANCHEITE"
"66204311603020","02.40Z",375,"(47.924484,2.000997)","ONF DIRECTION TERRITORIALE CENTRE OUEST AQUITAINE"
"76650001100040","17.21A",150,"(48.067372,2.051869)","DS SMITH PACKAGING CONSUMER"
"44525651400016","33.12Z",35,"(44.4717,1.451445)","MOTOCULTURE MARINE LOISIR"
"55208131771209","35.13Z",35,"(44.449026,1.432158)","DIV PARTIC. ET PROFESSIONNELS"
"81081172900039","43.31Z",35,"(44.448268,1.441565)","LOPEZ & J"
"57220154900555","43.21A",35,"(44.607037,2.003359)","ALLEZ CIE"
"68165026300038","43.12A",35,"(44.577487,2.074855)","SA ENTREPRISE GREGORY"
"45058039400028","30.30Z",75,"(44.619786,1.929396)","POTEZ COMPOSITES"
"47845579301741","10.71C",35,"(44.406973,0.694077)","BOULANGERIE MARIE BLACHERE"
"49328664500012","22.29A",35,"(44.439314,0.10743)","PLASTINOV SNE"
"72585003600015","43.99C",75,"(44.426221,0.290653)","CONSTRUCTIONS INDUSTRIELLES RATIONNELLES"
"50511409000028","10.71B",35,"(44.204058,0.61351)","BOULANGERIE PORTOLAN"
"49075603800017","20.14Z",150,"(44.193653,0.652567)","EUTICALS SAS"
"46420237300278","38.11Z",35,"(44.174874,0.661226)","VEOLIA PROPRETE AQUITAINE"
"50834337300025","43.34Z",35,"(44.108034,0.656991)","CONSEIL DECO"
"52759286900012","18.12Z",35,"(44.163852,0.588542)","ROTO GARONNE"
"75371892300026","10.86Z",35,"(44.165557,0.581041)","YOOJI"
"77566487302539","42.22Z",35,"(44.182939,0.577937)","BOUYGUES ENERGIES & SERVICES"
"79829052400015","43.13Z",35,"(44.18215,0.568578)","FORAGELEC SAS"
"51217998700015","43.34Z",35,"(44.302642,0.338448)","DELTA DECO"
"52310994000024","01.61Z",35,"(44.303042,0.338864)","OUALIDIA"
"44907336000033","01.13Z",35,"(44.357905,0.241402)","SARL L'ARCHE"
"52189200000014","01.61Z",35,"(44.358105,0.241402)","SARL CHANAU"
"49242419700019","10.51A",150,"(44.481604,0.970214)","L.N.U.F. MONTAYRAL"
"55208131766126","35.13Z",35,"(44.4846,3.9687)","UNITE DE PRODUCTION CENTRE"
"52494049100011","43.99C",35,"(44.325522,3.592109)","SARL DOS SANTOS - BARROSO"
"66204311600521","02.40Z",35,"(44.521764,3.51046)","SERVICES ONF MENDE"
"78417602600366","33.20D",35,"(44.536166,3.500615)","SCOPELEC"
"77560897900354","16.29Z",150,"(44.557835,3.292517)","UP LA COLAGNE"
"79705008500043","42.21Z",35,"(44.570728,3.280967)","SOMATRA"
"50958884400019","01.62Z",35,"(47.141717,-1.13925)","ATLANTIC AVICULTURE SERVICES"
"49911787700013","43.32A",35,"(47.179674,-1.105027)","ATELIER PEAU"
"81242434900015","43.32A",35,"(47.211216,-0.979224)","PROSTYL"
"53143637600010","18.12Z",35,"(47.201221,-0.989599)","CHROMATIC COMPAGNIE"
"57202552611745","36.00Z",35,"(47.216563,-0.580557)","VEOLIA EAU - COMPAGNIE GENERALE DES EAUX"
"79582006700077","43.91A",75,"(47.288911,-0.84658)","ARBONIS ATLANTIQUE"
"66728014300088","29.20Z",375,"(47.701028,-0.349574)","RIVARD"
"49929805700021","25.50B",75,"(47.672997,-0.248893)","ADGV TOLERIE"
"54850098200259","23.32Z",75,"(47.685495,-0.253032)","WIENERBERGER"
"75151933100019","43.21A",35,"(47.558133,-0.395285)","LINK ELEC SOLUTIONS"
"81125330100022","17.21B",75,"(47.272797,-0.507616)","DS SMITH PACKAGING ANJOU"
"53496083600037","43.31Z",35,"(47.069945,-0.842875)","SONISO"
"53791616500070","43.21A",75,"(47.031833,-0.917756)","CEGELEC LOIRE OCEAN"
"53812279700011","10.71C",35,"(47.060383,-0.872922)","LA MAISON TRAVERS"
"54635022400038","43.21A",35,"(47.030742,-0.906551)","BOSSARD"
"55203738400047","17.21B",150,"(47.039533,-0.916079)","AR PACKAGING CHOLET"
"47767341200029","14.13Z",75,"(47.026496,-0.94725)","HASPOLO"
"53223276600024","43.99C",35,"(47.031649,-0.936481)","LOIRE CONSTRUCTIONS"
"44879920500019","25.62B",35,"(47.556859,-0.80366)","SERMA MAINE ANJOU"
"50801754800035","24.53Z",35,"(47.551366,-0.801228)","FONDERIE D'ANJOU"
"66658021200031","43.22A",35,"(47.299927,0.020235)","ETABLISSEMENTS DEBERNARD"
"45363008900028","43.99C",35,"(47.471277,-0.524605)","FONTENEAU RENOVATION"
"55208131779301","35.13Z",150,"(47.477313,-0.544183)","ELECTRICITE DE FRANCE"
"56209154601181","41.10A",35,"(47.476349,-0.549353)","BOUYGUES IMMOBILIER"
"44520453000015","10.71C",35,"(47.46554,-0.542251)","BOULANGERIE PATISSERIE SAINT LEONARD"
"77560935700063","18.11Z",375,"(47.448226,-0.540578)","PUBLICATIONS COURRIER DE L'OUEST"
"44949246100024","43.33Z",35,"(47.485249,-0.356361)","GUILLOT CARRELAGE"
"50163305100021","38.31Z",75,"(47.489116,-0.490156)","TRIADE AVENIR OUEST"
"75155606900035","43.29A",35,"(47.492201,-0.491954)","BT CONCEPT PRODUCTION"
"77566487303685","42.22Z",75,"(47.51595,-0.474096)","BOUYGUES ENERGIES & SERVICES"
"48519755200386","43.99A",35,"(47.493979,-0.438901)","SOPREMA ENTREPRISES SAS"
"49310417800014","25.62B",35,"(47.700443,-0.911859)","TOLECTRO"
"49513179900019","43.99C",75,"(47.709806,-0.983743)","JOUSSELIN CONSTRUCTION"
"52834729700012","29.32Z",150,"(47.641972,-0.022503)","DEVILLE ASC"
"53791544900046","43.21A",35,"(48.841246,-1.569754)","CEGELEC MANCHE"
"55206173100121","42.11Z",75,"(48.838261,-1.56645)","EUROVIA BASSE NORMANDIE"
"64204000000027","22.19Z",375,"(48.830605,-1.572102)","APTAR STELMI SAS"
"77566736301308","36.00Z",35,"(48.84257,-1.566918)","COMPAGNIE DES EAUX ET DE L'OZONE PROCEDES M P OTTO"
"48348933200013","18.12Z",35,"(49.115326,-1.100709)","CTRE IMPRESSION  PRESSE L'OUEST"
"49266647400019","43.34Z",35,"(49.110091,-1.05679)","JEAN MARIE PEINTURE"
"57220154900035","42.22Z",35,"(49.116948,-1.101802)","ALLEZ CIE"
"47870508000024","33.20A",75,"(49.07846,-1.15831)","M.T.C.I. FRANCE SAS"
"80129262400013","25.50B",35,"(48.910977,-1.071829)","AVINOV SOCIETE NOUVELLE"
"49380651700014","43.99C",35,"(49.290899,-1.552916)","FREMAUX CONSTRUCTION SARL"
"51317819400017","43.32A",35,"(49.290634,-1.536793)","LEPETIT DANIEL SAS"
"50341020100019","43.12A",35,"(49.190043,-1.370886)","LAISNEY T.P."
"80342055300015","10.71C",35,"(49.617677,-1.609341)","L'AMI DU PAIN"
"49951997300022","25.11Z",35,"(49.63206,-1.586083)","NORMECA INDUSTRIES"
"50121705300039","43.22A",35,"(49.637006,-1.581838)","2BPRO"
"51937277500014","25.61Z",35,"(49.639068,-1.566679)","CMO INDUSTRIE"
"52468288700020","18.12Z",150,"(49.635749,-1.578615)","HANDI PRINT GROUPE LECAUX"
"55208131768940","35.13Z",75,"(49.633797,-1.626124)","DIV PARTIC. ET PROFESSIONNELS"
"47784428600013","43.32A",35,"(49.598401,-1.779237)","MENUISERIE DALMONT"
"48050288900011","25.62B",35,"(49.658173,-1.820716)","HAG TECH"
"53091557800013","33.11Z",35,"(49.658419,-1.82418)","EFINOR MARINE"
"57382091700041","43.21A",35,"(49.702116,-1.860679)","EIFFAGE ENERGIE SYSTEMES - BASSE NORMANDIE"
"66204928700169","43.21A",225,"(49.658073,-1.820916)","SPIE NUCLEAIRE"
"67200848900375","38.22Z",1500,"(49.64422,-1.771277)","ORANO DS"
"49891594100039","43.32A",35,"(49.515422,-1.503527)","HMC"
"55208131741004","35.13Z",35,"(49.5111,-1.810911)","UNITE SERVICE NORD OUEST"
"55208131746516","35.13Z",75,"(49.512403,-1.810688)","ELECTRICITE DE FRANCE"
"50446397700018","43.99C",35,"(49.540693,-1.865822)","SARL OSMONT"
"55208131712377","35.13Z",225,"(49.531693,-1.865487)","CTRE NAT EQUIPEMENT NUCLEAIR"
"55208131744750","35.13Z",35,"(49.531693,-1.865587)","CTRE NAT EQUIP PRODUCT ELECTR"
"44819284900017","43.99C",35,"(49.535251,-1.775244)","SARL CAPELLE"
"49271749100038","43.32A",35,"(49.530858,-1.775113)","LE MARCHAND SAS"
"48134111300019","43.32A",35,"(48.750832,-1.469114)","JEAN LOUIS RESBEUT"
"45037234700010","29.20Z",750,"(48.628182,-1.284878)","CHEREAU-LA MARQUE VEHICULE FRIGORIFIQUE"
"75041873300010","43.99C",35,"(48.657877,-0.971133)","SAS DALIGAULT"
"51166482300040","43.34Z",35,"(48.724881,4.600276)","NICOLETTA REIMS"
"81095684700026","43.21A",35,"(48.721875,4.601979)","ES ELEQ"
"58213749300026","25.72Z",75,"(48.948662,4.888421)","ALUMINIUM FERRI"
"75193186600014","43.31Z",35,"(48.721374,4.702908)","GP ENTREPRISES"
"51265135700026","33.12Z",35,"(48.722572,3.556314)","PRESSURE CONTROL CYLINDER P.C.C."
"51899370400015","33.20A",35,"(48.58448,3.810282)","CERES MONTAGE"
"45368814500029","43.34Z",35,"(48.943759,4.405548)","DIAS PEINTURE"
"45279164300029","43.22A",35,"(48.947449,4.402579)","AD CONFORT"
"47845579301030","10.71C",35,"(48.945039,4.383341)","BOULANGERIE MARIE BLACHERE"
"51507535600029","43.22A",35,"(48.945374,4.39829)","E. COSSENET CHAUFFAGE MARNE"
"72202474202368","43.29B",35,"(49.24863,4.067292)","THYSSENKRUPP ASCENSEURS"
"73622037700047","42.99Z",75,"(49.235941,4.066004)","SAFER CHAMPAGNE-ARDENNES"
"79457623100045","43.21A",75,"(49.23281,4.070741)","MK ENERGIES"
"79480715600029","43.22A",35,"(49.270596,4.064291)","MORLET"
"49808761800019","25.61Z",35,"(49.247554,3.993861)","GALVANOPLAST REIMS"
"48234097300379","10.71C",35,"(49.215407,4.059527)","LA BOULANGERIE DE MARIE BLACHERE"
"78852160700036","43.22A",35,"(49.21461,4.067555)","BS ENTREPRISE"
"50922598300022","41.20B",35,"(49.272674,3.993297)","LEON NOEL"
"59050044300098","17.21C",75,"(49.294289,4.364706)","MONDI LEMBACEL"
"80133061400026","33.16Z",35,"(49.202137,4.171197)","ASI AVIATION"
"47806920600025","33.20B",35,"(48.956948,4.036081)","E.G.REFRIGERATION"
"77561192400025","11.02A",225,"(49.013938,4.002282)","CENTRE VINICOLE  CHAMPAGNE N.FEUILLATTE"
"53324797900024","10.81Z",225,"(48.736879,3.921643)","TEREOS FRANCE"
"55204695503286","35.30Z",35,"(48.087667,5.147567)","ENGIE ENERGIE SERVICES"
"55208131769195","35.13Z",75,"(48.112034,5.132985)","DIV PARTIC. ET PROFESSIONNELS"
"66204311600448","02.40Z",75,"(48.094629,5.135195)","AGENCE DEPARTEMENTALE HAUTE MARNE"
"52761539700025","25.50A",75,"(48.036277,5.349582)","FORGEX FRANCE"
"51588037500016","25.62B",35,"(48.638523,4.92991)","SEDE SEDACIER SA"
"51608018100022","43.21A",35,"(48.65317,4.934492)","ACTENIUM"
"51578039300010","24.51Z",375,"(48.488931,4.971343)","FONDERIES DE BROUSSEVAL ET MONTREUIL"
"61385007200026","43.12A",35,"(47.744928,5.627449)","SAS BONGARZONE"
"47987991800015","25.62B",35,"(47.831023,5.332304)","LA COMMANDE NUMERIQUE"
"48858634800010","02.40Z",35,"(47.819846,5.360113)","SARL MARNOTTE DEVELOPPEMENT"
"48499957800038","43.12B",35,"(48.103578,-0.530061)","THIERRY LEMEE TP"
"55615017500017","42.11Z",150,"(47.798667,-1.05291)","PIGEON TP LOIRE ANJOU"
"81774387500012","43.22B",35,"(47.789694,-1.047639)","SOCIETE NOUVELLE LENOIR"
"57202552601019","36.00Z",35,"(48.311093,-0.641971)","VEOLIA EAU - COMPAGNIE GENERALE DES EAUX"
"58213126400035","18.12Z",150,"(48.307081,-0.614623)","VOIR RUBRIQUE 16"
"58213126400050","18.12Z",225,"(48.313822,-0.614565)","JOUVE"
"58213126400118","18.12Z",150,"(48.31328,-0.613833)","JOUVE"
"73545006600015","18.12Z",75,"(48.299372,-0.595467)","IMPRIMERIE FLOCH"
"73675013400016","29.20Z",75,"(48.293567,-0.611879)","GARNIER"
"79484911700013","18.14Z",75,"(48.191358,-0.663219)","IMPRIMERIE SOLIDAIRE"
"45179184200011","33.12Z",35,"(48.295286,-0.556503)","HUBERT AGRI"
"50739175300013","43.12A",35,"(48.300962,-0.711248)","RIDEREAU"
"55555027600086","18.12Z",150,"(48.085299,-0.745191)","ETIC"
"55615012600044","42.11Z",75,"(48.083483,-0.740736)","STPO"
"55625025600022","36.00Z",75,"(48.080441,-0.748212)","ENTREPRISE FELJAS ET MASSON"
"55645005400078","43.99C",75,"(48.057021,-0.792224)","MAISON GREVET"
"55645016100030","41.10A",35,"(48.065672,-0.758143)","COOP LOGIS"
"78839538200021","25.62B",35,"(48.07935,-0.745419)","ETABLISSEMENTS OGER"
"75260089000012","43.21A",35,"(48.101513,-0.773736)","DESSAIGNE-S.C.F."
"48059449800028","43.12A",35,"(48.068484,-0.698878)","BENOIT MAURICE TP"
"48430102300012","01.62Z",35,"(48.075572,-0.718963)","SARL GMS"
"49484394900020","14.14Z",35,"(48.089761,-0.665711)","ASC ATELIER STYL COUTURE"
"52285624400010","43.99C",35,"(48.010417,-0.728658)","S.M.R.B.A"
"50494541100016","14.13Z",35,"(48.141436,-0.89759)","SYCEAN-E"
"48997451900014","25.62B",35,"(48.302234,-0.933431)","METAL PROCESS INDUSTRIE"
"79027225600013","25.62B",35,"(48.289799,-0.918796)","SOCIETE OUTILLAGE MECANIQUE DE PRECISION"
"73735003300012","43.99B",35,"(48.347322,-0.86037)","DESCHAMPS"
"75480068800014","43.99E",35,"(48.456938,6.104103)","LOISY ET FILS"
"48196243900016","43.32A",35,"(48.86722,6.094911)","FORTUNE"
"77280200500029","42.12Z",35,"(48.563976,6.402915)","AMEDEE FORNONI TRAVAUX FERROVIAIRES"
"48200594900052","10.71C",35,"(48.590637,6.498435)","STATION DES GOURMETS"
"58208178200382","42.11Z",75,"(48.660643,5.902369)","AXIMUM NANCY"
"64702047800044","22.23Z",150,"(49.017937,5.971701)","AZUR PRODUCTION"
"55205756400056","42.21Z",35,"(49.260492,5.957814)","TRAVAUX HYDRAULIQUES ET BETON ARME"
"51762728700017","10.71C",35,"(48.690152,6.171928)","SCHINDLER"
"77280204700021","43.32A",35,"(48.559443,6.184898)","SA MENUISERIE WUCHER"
"48322665000032","18.12Z",35,"(48.603526,6.365502)","LORRAINE GRAPHIC IMPRIMERIE"
"64622031900016","42.22Z",35,"(49.501924,5.861124)","ELECTROLOR"
"70202789700066","23.13Z",75,"(48.544657,5.807869)","DAUM"
"47932720700011","10.71C",35,"(48.792054,6.142593)","L AMANDINE"
"45217311500034","33.12Z",35,"(48.684293,6.173071)","LAVANCE SERVICES BOURGOGNE"
"47889048600044","43.21A",35,"(48.684369,6.202419)","CITEOS"
"55204695503922","35.30Z",75,"(48.693899,6.191473)","COFELY SERVICES"
"55208131759220","35.13Z",75,"(48.702452,6.165012)","SG-DIRECTION DE L'IMMOBILIER"
"55208131773775","35.13Z",150,"(48.689726,6.172386)","EDF"
"55208131790381","35.14Z",75,"(48.688256,6.175799)","ELECTRICITE DE FRANCE"
"55208131790589","35.14Z",35,"(48.68865,6.175433)","EDF"
"66204311601198","02.40Z",3500,"(48.693733,6.187434)","DIRECTION TERRITORIALE LORRAINE"
"72206936600291","42.13A",75,"(48.693799,6.191373)","BOUYGUES TRAVAUX PUBLICS REGIONS FR"
"54210780003091","43.29B",75,"(48.65367,6.137107)","OTIS"
"47912511400013","43.34Z",75,"(48.703982,6.127687)","LAGARDE ET MEREGNANI SAS"
"48306166900022","43.21A",35,"(48.617743,6.188236)","MADIC ELEC"
"75232931800030","10.42Z",150,"(48.612185,6.188169)","ST HUBERT"
"59205230202348","43.29B",35,"(48.645519,6.191662)","KONE"
"63201725700577","43.22B",75,"(48.645719,6.191662)","MCI"
"76080106800049","43.32B",35,"(48.643138,6.184276)","MOSER"
"44514881000044","43.22B",35,"(48.708469,6.25226)","ET BOUCHEREZ SAS"
"45650053702832","35.30Z",375,"(48.707836,6.25227)","DALKIA"
"48002198900029","43.22B",35,"(48.705896,6.250375)","GCL SAS"
"48057583600030","43.21A",35,"(48.7063,6.250212)","FBM"
"76880158100010","43.29B",35,"(48.682712,6.600636)","ETS JEAN BONHOMME"
"47980681200034","25.62B",75,"(48.765545,5.180506)","FSM"
"48662014900014","43.32B",35,"(48.792562,5.122873)","VIGNOT ET CIE"
"81205610900018","25.62B",75,"(48.71886,5.28448)","CABANES INDUSTRIES"
"55208131789334","33.14Z",75,"(48.698317,5.307192)","EDF"
"45165878500071","42.11Z",35,"(48.759964,5.175085)","EUROVIA CHAMPAGNE ARDENNE"
"66204311603327","02.40Z",35,"(49.156113,5.361388)","SERVICES ONF VERDUN"
"51728008700027","43.99C",35,"(48.627769,5.010291)","SIMCO ET FACADE PROJECTION D ENDUIT"
"51897397900017","25.62B",35,"(48.627804,5.015169)","AB MECA"
"48592022700033","10.51C",375,"(49.076671,5.426769)","FROMAGERIES HENRI HUTIN"
"48334544300020","01.62Z",35,"(49.072243,5.405289)","ELITEST"
"48572062700028","24.33Z",150,"(48.80171,4.972972)","DIVISION NOVOLAC"
"48572062700077","24.33Z",375,"(48.80181,4.973071)","DIVISION GALVANEUSE"
"57202552611125","36.00Z",35,"(47.564429,-2.504263)","VEOLIA EAU - COMPAGNIE GENERALE DES EAUX"
"44950870400029","43.99C",35,"(47.77157,-3.4026)","M.B. MORBIHANNAISE DE BATIMENT"
"53240595800028","43.33Z",75,"(47.757174,-3.368426)","ART BATIMENT CONSTRUCTION"
"77566736301126","36.00Z",35,"(47.761797,-3.3995)","COMPAGNIE DES EAUX ET DE L'OZONE PROCEDES M P OTTO"
"50196143700024","10.71C",35,"(47.77962,-3.343398)","MAISON BARA"
"54210780003315","43.29B",35,"(47.78295,-3.349646)","OTIS"
"63201725700502","43.22B",35,"(47.781994,-3.329815)","MCI"
"63672012000188","41.20A",75,"(47.789111,-3.334414)","MARC-GW"
"77566487302752","42.22Z",35,"(47.789582,-3.315391)","BOUYGUES ENERGIES & SERVICES"
