"siret","code","workforce_count","coordinates","usual_name"
"44470819200067","01.47Z",75,"(48.483615,-2.793321)","INSTITUT SELECTION ANIMALE"
"42504185200012","10.12Z",75,"(48.194317,-2.844127)","TDI"
"42073857700022","15.12Z",75,"(45.529064,0.658467)","LIM FRANCE"
"25240246600012","38.11Z",35,"(45.49541,0.632432)","SYNDICAT MIXTE DE COLLECTE ET TRAITEMENT D'ORDURES MENAGERES DE NONTRON"
"34436906100017","32.12Z",75,"(47.250001,6.886238)","ETABLISSEMENTS YVES SILVANT"
"41935359400031","38.21Z",35,"(45.45063,0.953362)","PAPREC AGRO"
"56211034600201","23.32Z",75,"(43.300958,2.016577)","TERREAL"
"32802418700010","11.07B",375,"(45.130863,5.025707)","REFRESCO FRANCE"
"41321416400068","29.32Z",225,"(47.518094,6.878186)","TRECIA"
"82402893000025","26.52Z",75,"(47.062676,6.675513)","AXON'NANOTEC"
"30119352000014","11.02B",75,"(45.072882,4.845704)","CAVE DE TAIN"
"42821329200025","29.32Z",375,"(47.50847,6.807148)","SIEDOUBS"
"35378262600108","10.71A",35,"(47.488508,6.84336)","PLANETE PAIN"
"42079743300026","29.32Z",375,"(47.448557,6.837241)","FAURECIA SYSTEMES D'ECHAPPEMENT"
"41191670300019","26.52Z",35,"(47.24938,6.821832)","SOPROD FRANCE"
"33302340600023","25.73B",35,"(47.487889,6.845788)","TECHNIQUE AVANCEES USINAGE"
"41472130800016","24.52Z",75,"(47.509783,6.781244)","CASTMETAL FWF"
"31794420500010","32.13Z",150,"(47.24944,6.884196)","JEAN-LOUIS BURDET SAS"
"35269006900013","28.11Z",75,"(47.061612,6.604861)","BOURBON AUTOMOTIVE PLASTICS MORTEAU PAR ABREVATION BOURBON AP MORTEAU"
"39024249300018","10.51C",75,"(47.181755,6.400155)","SOCIETE FROMAGERE DE VERCEL"
"75018886400011","10.82Z",35,"(47.05491,6.610796)","KLAUS"
"39272783000011","16.24Z",35,"(46.794372,6.354905)","E.B.T."
"60165014600033","10.13A",75,"(45.151405,1.481075)","EURALIS GASTRONOMIE"
"02555012000015","10.51C",375,"(48.544094,-2.204466)","LAITERIE NOUVELLE DE L'ARGUENON"
"42447265200017","16.10A",35,"(47.132071,6.549663)","R.H.D. PRODUCTIONS"
"32640636000023","01.13Z",35,"(45.215416,0.667266)","CHAMPIDOR"
"37771465400094","58.13Z",35,"(48.513225,-2.761037)","SOCIETE OUEST FRANCE"
"40326475700119","38.32Z",35,"(47.875454,-3.470482)","SECANIM"
"57198010100059","58.14Z",35,"(45.184184,0.717617)","LA DORDOGNE LIBRE"
"45236565300024","96.02A",35,"(47.355007,5.055043)","VOG COIFFURE BEAUTE PRESTIGE"
"32601578100049","58.11Z",35,"(45.133862,0.700379)","CART IMAGE EDITIONS"
"20004027700143","38.11Z",75,"(48.736463,1.370281)","DECHETS"
"39459008700026","27.12Z",35,"(48.307638,0.806053)","DIRUPTOR"
"38183974500019","10.13A",35,"(42.596604,9.165198)","COSTA ET FILS"
"33984066200029","28.13Z",75,"(44.930216,5.020902)","COVAL"
"38855100400038","20.42Z",35,"(44.92547,4.92623)","LA MAISON DES COSMETIQUES"
"39008495200022","25.73B",75,"(45.04444,5.036489)","INDUSTRIE FRANCE EPROUVETTES"
"37598007500028","10.20Z",75,"(47.901928,-3.909323)","CONSERVES GONIDEC"
"34953630000032","25.11Z",35,"(49.084226,1.500035)","GMCM"
"75401589900026","24.52Z",375,"(49.313782,1.20696)","MANOIR PITRES"
"37873804100052","16.23Z",75,"(44.890112,4.87246)","RESIDENCES TRIGANO"
"34759374100015","10.13A",35,"(48.56281,-3.855448)","BIANIC"
"82955787500012","28.30Z",35,"(48.4469,-4.267877)","GAVELPOR - AGRI INDUSTRIES"
"43398630400023","38.21Z",35,"(43.791473,4.344987)","EVOLIA"
"32954122100027","25.11Z",35,"(49.370065,0.392127)","FAMETO INDUSTRIE"
"37728046600030","28.22Z",75,"(48.267193,-4.440438)","ETABLISSEMENTS BOPP TREUILS JEB"
"99702001100018","25.99B",35,"(44.740358,5.383229)","PIERRE PUILLET SIGNALETIQUE"
"58365090800010","22.19Z",35,"(48.843758,0.909203)","RUBBER PROCESS"
"24290055300049","38.11Z",35,"(48.498095,-4.429942)","COLLECTE ET TRAITEMENT DES DECHETS"
"31460305100348","10.51A",375,"(48.459689,1.752624)","NOVANDIE"
"32111199900025","20.30Z",35,"(44.020703,4.752363)","SOFEC"
"38408141000035","20.30Z",35,"(48.234814,1.036966)","CMS HIGH TECH LA TECHNOLOGIE PROPRE"
"33420498900043","25.93Z",150,"(49.297554,1.109064)","SOCIETE D'ARMATURES SPECIALES"
"43433767100011","31.01Z",35,"(45.251601,5.0102)","LALLIER AGENCEMENT"
"30102992200046","23.61Z",35,"(48.745074,0.929487)","LE BETON PREFABRIQUE"
"77572729000030","25.93Z",75,"(48.084124,1.349921)","LACHANT SPRING 28"
"62080058100147","23.61Z",35,"(48.206587,1.853215)","SEAC-GF ET SEAC-TB"
"43718081300010","25.12Z",75,"(44.860021,4.870825)","CIBOX"
"37977953100019","17.12Z",35,"(49.241939,0.696286)","ENDUPACK"
"54282003000147","28.99B",35,"(44.922901,4.930631)","SORMEL-AIR AUTOMATION-ADL AUTOMAT-PROTUS"
"43738042100010","30.92Z",35,"(44.75887,4.79067)","CORIMA"
"34484499800106","29.32Z",150,"(45.053484,5.052332)","AKWEL SA"
"62203708300160","20.60Z",150,"(44.888515,4.884946)","RHODIA OPERATIONS"
"34794744200120","22.29A",75,"(44.751989,4.795102)","SONATEX-SONATEX INDUS-SAPRIMAC-MAILLARD"
"37998191300070","38.32Z",75,"(49.345575,0.532511)","ITER'ACTION-PAREC"
"61203949500124","26.51A",750,"(44.938862,4.918941)","THALES AVS FRANCE SAS"
"45038822800022","10.32Z",35,"(44.888474,4.887353)","ALAIN MILLIAT"
"37938382100020","16.10A",35,"(49.356598,0.412409)","ETABLISSEMENTS GASTEBOIS"
"41444846400050","32.50A",150,"(44.937481,4.933531)","AMPLITUDE SAS"
"34952507100040","20.30Z",35,"(49.192878,0.716507)","DERIVERY"
"33038835600082","27.90Z",35,"(48.446634,1.530439)","LEONI CIA CABLE SYSTEMS"
"41338680600025","22.29A",150,"(45.053279,5.096243)","EXSTO"
"41923485100014","30.30Z",35,"(48.432453,1.508893)","JACOTTET INDUSTRIE"
"32019090300023","28.30Z",35,"(48.205641,1.87717)","BENNES MAUPU"
"39326577200029","27.90Z",35,"(49.008893,0.694026)","MATERIAUX ET PIEUVRES"
"32878117400037","25.99A",75,"(48.47974,1.015555)","HERBY"
"34879931300013","24.42Z",35,"(48.429137,1.459552)","EXTRUSION SERVICES"
"37880168200469","38.21Z",35,"(48.457874,-4.459128)","TRIBORD"
"34142460400021","10.89Z",35,"(47.964191,-3.853982)","ALGUES DE BRETAGNE"
"37738093600015","13.94Z",75,"(47.802589,-4.271021)","LE DREZEN"
"40297863900019","10.13A",35,"(47.957928,-4.365819)","JEAN HENAFF SAS"
"44026628600028","10.12Z",75,"(48.5144,1.542092)","RONSARD ILE DE FRANCE"
"39115954800067","20.41Z",150,"(47.964191,-3.853982)","MCBRIDE S.A.S."
"30207946200164","10.92Z",150,"(47.864125,-3.553519)","NESTLE PURINA PETCARE FRANCE"
"38972750400026","17.12Z",150,"(48.000792,-3.676156)","GLATFELTER SCAER SAS"
"55206863700057","26.51B",35,"(48.446634,1.530439)","SOCIETE FRANCEL"
"30499204300048","10.85Z",150,"(47.889301,-4.022824)","TIPIAK PLATS CUISINES SURGELES"
"34461862400029","10.92Z",35,"(47.87737,-3.906805)","MAGGY"
"32526680700032","27.52Z",35,"(42.587253,9.439996)","SOLECO"
"37578164800015","10.39A",375,"(47.954637,-3.651425)","CIE GEN PROD ALIMENTAIRES PENY"
"79935732200020","22.29A",35,"(47.923795,-3.976271)","ACTUAPLAST"
"77622146700017","10.11Z",1500,"(47.864125,-3.553519)","GROUPE BIGARD"
"57202153300052","10.13A",150,"(47.908327,-3.720263)","JEAN-PIERRE TALLEC-L'HERITAGE DU GOUT"
"30489230000019","11.07A",35,"(41.879703,8.933341)","SOCIETE DES EAUX DU COL SAINT-GEORGES"
"49712033700017","22.21Z",35,"(42.113989,9.474994)","CORSTYRENE"
"77759992900034","25.11Z",35,"(48.456869,-4.459436)","MORICO"
"51524417600027","17.21A",35,"(42.46317,9.498887)","CORSICA EMBALLAGES"
"30198456300272","23.61Z",35,"(43.807614,4.606305)","STRADAL"
"82008041400015","01.23Z",35,"(42.198447,9.555598)","LES VERGERS DE BRAVONE"
"33903070200320","23.13Z",150,"(43.73328,4.245611)","O-I FRANCE SAS"
"45175208300019","10.52Z",35,"(42.673862,9.295727)","L'ISLE AUX DESSERTS"
"39862812300026","26.51B",35,"(43.813896,4.309117)","SARL DEFI SYSTEMES"
"48903416500022","27.12Z",35,"(44.370531,4.706073)","PROTEA"
"72206399700026","15.12Z",35,"(45.120931,4.976271)","SOC DES ATELIERS LOUIS VUITTON"
"44242166500013","31.01Z",75,"(45.272221,4.878347)","RODET"
"44460303900017","10.39B",35,"(45.269831,4.871919)","CARAMANFRUIT RHONE-ALPES"
"41433740200039","10.11Z",150,"(45.065678,4.862335)","SAVIEL FRANCE"
"20004027700028","37.00Z",35,"(48.736463,1.370281)","ASSAINISSEMENT"
"41367490400029","10.85Z",75,"(48.335427,0.803511)","COOK INOV"
"39424291100037","28.12Z",375,"(48.07324,1.355048)","SAFRAN AEROSYSTEMS HYDRAULICS"
"57217607100023","28.14Z",75,"(49.325094,1.259869)","GAZFIO"
"32853922600030","31.09B",75,"(48.635734,1.5089)","SIGEBENE"
"34052344800025","29.32Z",35,"(48.743707,1.425714)","FORMATYPE SA"
"43558035200100","28.93Z",150,"(49.002023,1.143768)","SPX FLOW TECHNOLOGY SAS"
"80865485900020","29.32Z",150,"(48.920569,1.449934)","FEDERAL-MOGUL GARENNES SAS"
"33193008100038","21.20Z",750,"(48.601233,1.682601)","LABORATOIRES EXPANSCIENCE"
"79046297200023","17.12Z",150,"(49.319711,1.164445)","DA ALIZAY"
"20006686800064","38.11Z",35,"(48.250363,-4.445977)","REGIE DECHETS"
"34287945900010","16.10A",35,"(48.111006,0.877845)","SCIERIE DU PERCHE"
"33253667100024","26.30Z",35,"(48.530242,1.684365)","SAAA SAS - SYST.AUTOMATISMES ALARMES"
"66365025700020","29.20Z",150,"(49.197616,1.222675)","RENAULT TECH"
"30954066400062","23.61Z",225,"(48.500014,-4.06814)","CELTYS"
"31721695000012","17.21A",225,"(48.285765,-3.547655)","DS SMITH PACKAGING BRETAGNE"
"40534649500030","10.20Z",35,"(48.543553,-3.664639)","BRETAGNE TRUITE"
"31064431500015","10.52Z",35,"(48.412834,-4.528879)","GLACES PATISSIERES BRESTOISES"
"35245494600067","10.91Z",35,"(48.50147,-3.94383)","SANDERS BRETAGNE"
"52140635500029","13.92Z",75,"(48.592313,1.392222)","KE FRANCE"
"78575470600139","26.30Z",35,"(48.777406,1.442973)","CXR ANDERSON JACOBSON"
"34404275900037","10.20Z",375,"(47.976272,-4.07625)","NARVIK PRINCE OLAF"
"34892499400026","28.30Z",150,"(48.509566,-4.087362)","ETABLISSEMENTS MICHEL PICHON"
"32994957200039","17.29Z",35,"(48.666345,-4.096993)","TECHNI-P A C"
"72200857000037","25.11Z",75,"(48.749481,1.358012)","KNAUF AMF PLAFONDS ET SYSTEMES S.A.S"
"63582029300028","08.11Z",35,"(48.482026,-4.13966)","CARRIERES LAGADEC"
"80652050800029","25.93Z",35,"(48.335969,0.811639)","SEFARD SCOP"
"37608048700139","10.12Z",750,"(48.220111,-4.054383)","DOUX"
"45074678900020","30.11Z",35,"(47.970527,-4.104214)","UFAST"
"77815795800019","10.12Z",35,"(48.084145,-4.062773)","VOLAILLES DE L ODET"
"53297275900015","26.12Z",35,"(48.359839,-4.565055)","AODE ELECTRONICS"
"41179561000038","10.85Z",35,"(48.208857,-4.067495)","MARINE HARVEST KRITSEN"
"44261248700037","20.42Z",150,"(48.471269,-4.326184)","LESSONIA"
"47755571800055","26.30Z",35,"(48.361566,-4.564421)","HARMONIC FRANCE"
"42150878900029","01.30Z",35,"(48.507154,-3.874751)","TILDE"
"51107113600010","10.51B",375,"(48.4538772,-4.2373893)","UCLAB INDUSTRIE"
"37755450600032","23.44Z",35,"(44.164719,4.156412)","CERAMIQUES TECHNIQUES INDUSTRIELLES"
"42870620400073","21.10Z",750,"(43.890304,4.682771)","SANOFI CHIMIE"
"33043915900022","01.13Z",150,"(43.906128,4.707458)","RIJK ZWAAN FRANCE"
"33120439600138","37.00Z",35,"(44.103463,4.698189)","SODI E.G"
"34025105700022","28.92Z",75,"(43.743976,4.215807)","UNAC"
"52449373100011","59.11C",35,"(44.941247,4.895574)","FOLIMAGE FEATURE"
"51754443300033","03.21Z",35,"(41.959692,8.805158)","FERME MARINES DES SANGUINAIRES"
"50233392500084","18.13Z",35,"(43.796336,7.198776)","BIG PRINT"
"37718074000013","03.11Z",35,"(47.79486,-4.281073)","ARMEMENT BIGOUDEN SA"
"48855180500010","03.21Z",35,"(48.380299,-4.403388)","KERALIOU LES VIVIERS DU PASSAGE BUR"
"34779301000039","10.20Z",35,"(45.939003,4.966866)","LE FUMET DES DOMBES"
"33374668300023","16.23Z",35,"(46.323111,3.346848)","SEDEC"
"59080021500162","21.20Z",150,"(45.861097,5.288171)","CRT RECHERCHE ST VULBAS"
"32929495300032","15.11Z",150,"(45.234539,4.674996)","TANNERIE D ANNONAY"
"34864939300017","20.16Z",150,"(50.154811,4.820991)","A SCHULMAN PLASTICS"
"51515584400035","30.92Z",75,"(46.072699,4.918745)","MAVIC"
"41444846400035","32.50A",35,"(45.823935,4.920531)","ORTHO IMPLANTS"
"31929275100033","08.12Z",35,"(49.767723,4.654534)","MCA"
"42859323000108","27.32Z",225,"(46.207134,5.209649)","NEXANS FRANCE"
"31896169500018","22.29A",150,"(46.225714,5.408722)","T.M.P. - CONVERT"
"31722063000063","10.89Z",35,"(46.350832,4.903206)","LABORATOIRES PYC"
"34001293900013","26.12Z",150,"(43.773308,7.209573)","SYNERGIE CAD"
"33065157100037","22.29A",75,"(49.478606,3.525921)","ADI COMPOSITES MEDICAL"
"38531541100053","25.12Z",75,"(46.217903,5.00018)","PANELCO"
"34123739400018","29.20Z",35,"(46.099742,3.214449)","CIB"
"52769638900032","22.29A",35,"(45.868466,4.916609)","COURBIS THERMOFORMAGES"
"53930195200021","25.11Z",35,"(45.9831813,4.7524035)","EFINOR MECANIQUE & PROCESS"
"76120063300086","22.22Z",75,"(46.216911,5.623385)","APTAR EVRON"
"82889017800027","27.32Z",75,"(45.927632,5.354164)","TORNS SOFILEC"
"38830355400017","20.14Z",75,"(45.834776,5.266742)","SIEGFRIED ST. VULBAS SAS"
"40326464100032","38.32Z",150,"(46.258766,3.28231)","SARVAL"
"77554547800049","22.23Z",75,"(46.265066,5.655057)","CHRIS-FRANCE PLASTIQUES SA"
"30245834400033","22.29A",75,"(45.999913,5.283819)","STYL'MONDE"
"61204132700026","27.90Z",375,"(43.707509,7.231272)","VISHAY SA"
"40816425900025","22.22Z",35,"(43.773308,7.209573)","LCE SA"
"43025272600012","23.61Z",35,"(45.809405,5.679321)","CHAZEY BONS PREFA"
"35311942300013","25.93Z",35,"(46.249437,5.206008)","JANAUDY ARMATURES"
"38662019900011","10.51A",35,"(44.645622,4.345188)","LAITERIE CARRIER"
"41219356700010","29.32Z",150,"(46.266054,5.665103)","ZANINI FRANCE"
"32054379600033","28.29B",35,"(43.606647,7.070369)","HYDRO ELECTRIQUE MARINE"
"08678020200031","10.11Z",75,"(45.963526,5.342019)","CENTRE VIANDES BEAUVALLET FILS"
"76520081100089","22.29B",35,"(46.273415,5.657437)","ETABLISSEMENTS GEORGES DAVID"
"41555022700011","20.53Z",225,"(43.623403,7.042363)","ARGEVILLE S A"
"50931563600019","22.19Z",35,"(46.345903,3.692558)","SACRED BERTOISE DE CAOUTCHOUC"
"42140034200026","20.53Z",75,"(43.611982,6.95247)","EXPRESSIONS AROMATIQUES"
"54207679920500","16.29Z",75,"(45.944993,4.811647)","OGF"
"39975953900014","25.11Z",35,"(46.034971,5.389679)","PERRAUD ET ASSOCIES"
"48010791100194","26.51A",1500,"(46.364183,2.578199)","SAFRAN ELECTRONICS & DEFENSE"
"41346459500037","17.21A",150,"(46.268742,5.656951)","SAICA PACK EL"
"32290381600021","13.10Z",35,"(44.75409,4.697373)","PAYEN"
"05750553900213","23.51Z",75,"(43.768176,7.332497)","VICAT"
"32378216900052","22.29A",150,"(45.904357,4.879165)","DUQUEINE RHONE-ALPES"
"30424935200069","22.22Z",150,"(46.267797,5.607034)","PRP CREATION"
"49350653900011","22.21Z",150,"(46.355811,4.908803)","COURANT"
"31976215900071","25.94Z",35,"(45.758958,5.706124)","UGIVIS"
"34394695000015","23.70Z",75,"(45.851318,5.415641)","GROUPE DUNATIS"
"32617137800028","20.14Z",35,"(43.657209,6.933664)","CENTIPHARM"
"41400055400017","28.29B",150,"(49.037547,3.401166)","ALTIFORT INNOVATECH"
"41035502800029","28.25Z",750,"(49.767783,4.713624)","HANON SYSTEMS CHARLEVILLE"
"40257188900078","11.07A",35,"(46.14323,5.63749)","COMPAGNIE GENERALE D'EAUX DE SOURCE"
"82221848300011","16.10A",75,"(46.245385,5.261199)","LBSA"
"75920045400156","22.22Z",150,"(46.243038,5.64116)","POLIMOON - PLASTOHM"
"31230075900031","20.53Z",35,"(43.608112,6.955788)","AZUR FRAGRANCES FRANCE"
"32346910600054","20.52Z",75,"(49.174473,3.323554)","MAPEI FRANCE"
"76120077300015","20.30Z",150,"(46.08293,5.405477)","ETABLISSEMENTS TIFLEX"
"39139966400013","29.20Z",35,"(46.433439,4.937352)","IPM MONDIA"
"39814229900047","25.11Z",75,"(45.952481,4.757136)","SOLUSTIL"
"96850492800035","10.83Z",35,"(45.904868,4.821811)","FLORHERBA"
"34849132500042","32.91Z",35,"(45.828273,5.015066)","KOTI TRIBOLLET"
"77020087100042","10.13A",35,"(46.080945,4.757605)","LES FILS DE BENOIT DIENNET - CHARCUTERIE SALAISONS"
"42248183800023","25.11Z",150,"(45.94217,4.75216)","TUBESCA-COMABI"
"34098357600026","10.72Z",35,"(49.977861,3.445525)","DUTOIT"
"54450192700047","13.96Z",150,"(45.95109,4.754195)","GIBAUD"
"57206905200072","29.32Z",35,"(46.294494,4.871902)","SOC SUPERPLAQUE"
"48829480200027","32.12Z",35,"(46.532565,3.426657)","LOSANGE"
"35079861700022","10.71A",35,"(46.532649,3.737529)","SOPRAUVERGNE"
"41151838400010","10.13B",35,"(46.408687,3.054718)","CHARCUTERIE TRAITEUR JF DUMONT"
"49452570200028","25.11Z",35,"(46.382385,3.416948)","CONSTRUCTIONS METALLIQUES BOURBONNAISES"
"31069972300105","10.71A",35,"(43.804906,7.486371)","BOULANGERIE PATISSERIE REY ET FILS"
"33140593600013","38.11Z",75,"(43.665532,7.153815)","VEOLIA PROPRETE"
"38977436500016","01.13Z",35,"(43.764115,7.194355)","LES FILS DE MARIUS AUDA"
"31780309600021","10.13A",35,"(44.89905,4.648305)","ETABLISSEMENTS GUEZE"
"30142413100037","10.39B",75,"(44.60976,4.407345)","ETS SABATON"
"38266208800014","10.13B",35,"(49.509165,4.364906)","A LA RENOMMEE DU BOUDIN BLANC DE RETHEL"
"77554538700059","22.29B",35,"(46.272351,5.656669)","CLO"
"49903564000014","10.13A",35,"(45.837514,5.661675)","LE SALOIR DE VIRIEU"
"33245588000010","17.21A",35,"(49.917248,4.090199)","SMURFIT KAPPA NORD EMBALLAGES"
"39928078300032","29.32Z",35,"(45.978053,5.316588)","RS PLASTIQUE"
"50439762100021","10.13A",75,"(46.132692,5.175239)","LA BRESSE"
"31245049700010","22.29A",150,"(49.692671,4.018726)","MANUFACTURE TRANSFORMATION TEXTILE"
"32147201100030","22.29B",35,"(49.90501,3.635584)","SOCIETE NATIONALE D'EXTRUSION ET D'INJECTION DES PLASTIQUES"
"39461451500044","28.99B",35,"(46.28441,5.677634)","S2E"
"34540559100016","10.51C",35,"(49.959493,3.93829)","FROMAGERIE ALEXANDRE"
"51131629100026","29.20Z",375,"(46.275943,4.955257)","LAMBERET"
"39976804300057","25.99A",35,"(46.139625,3.456585)","JACUZZI FRANCE"
"41095878900027","20.16Z",35,"(46.181155,3.456625)","VISA POUR L ENTREPRISE"
"83548029400015","27.52Z",225,"(49.905023,3.628332)","SA GODIN"
"34285068200010","22.22Z",225,"(46.155021,3.393325)","CTL PACKAGING SAS"
"38016430100042","22.29A",35,"(46.381642,2.611171)","BAUMGARTEN FRANCE"
"83578005700013","10.51C",35,"(49.958393,3.939849)","LAITERIE DES ETANGS DE SOMMERON"
"32360108800079","25.93Z",35,"(46.315885,3.308422)","INTERSIG FRANCE"
"39402090300198","26.12Z",35,"(46.104325,3.645198)","NSE"
"50372737200016","28.22Z",35,"(46.388218,2.592352)","ACB PUME"
"42119790600066","08.12Z",35,"(46.149667,3.462009)","GRANULATS BOURGOGNE AUVERGNE"
"50161329300015","28.41Z",75,"(46.17695,3.458789)","HENNIG FRANCE"
"20004607600010","38.21Z",75,"(43.591605,7.10553)","SYNDICAT MIXTE POUR LA VALORISATION DES DECHETS UNIVALOM"
"32754210600023","20.42Z",35,"(43.575606,6.991621)","FREDERIC M.FR"
"42147214300088","10.86Z",35,"(43.789341,7.208542)","MEDICAFARM"
"41695039200017","27.90Z",35,"(43.773308,7.209573)","PIOCH"
"53526748800026","10.89Z",150,"(43.642045,6.959496)","KERRY INGREDIENTS & FLAVOURS"
"30467274400014","25.94Z",35,"(49.873319,4.808104)","ETABLISSEMENTS MANQUILLET ROLAND"
"38023964000028","20.42Z",35,"(43.609153,6.951573)","IPRA FRAGRANCES"
"33923020300020","15.12Z",35,"(45.237483,4.670107)","MAVICA"
"40221195700012","29.32Z",35,"(45.2519011,4.6957503)","MANUFACTURE DE CAOUTCHOUC FICHET"
"34957900300022","26.51B",35,"(44.938931,4.862446)","ARDECHE CONCEP REALISATIONS ELECTRONIQUE"
"51214576400027","29.32Z",35,"(46.382537,2.690141)","VIATEMIS"
"77555333200013","13.94Z",35,"(44.87708,4.848276)","CORDERIES TOURNONAISES"
"44188368300027","11.01Z",35,"(43.775691,7.506295)","LA BOUTIQUE DU CITRON"
"30057677400099","58.11Z",35,"(43.686385,7.198309)","PANINI FRANCE FOOT CENTER BOATIKIDS RUGBY CENTER"
"44033947100011","96.02A",35,"(43.702835,7.267437)","PASCAL COSTE COIFFURE"
"80785659600018","58.13Z",375,"(43.679004,7.200526)","NICE MATIN - NICE MATIN COMMUNICATION"
"38220946800018","23.12Z",35,"(43.209323,2.323362)","ETABLISSEMENT LABEUR"
"35324356100027","01.13Z",35,"(48.464248,3.409928)","DE LA NOUE DES SAULES"
"64195008400054","10.85Z",150,"(43.303078,1.957315)","LA BELLE CHAURIENNE"
"34013773600070","22.23Z",35,"(48.500457,3.803292)","ATLANTEM INDUSTRIES"
"53876012500012","22.22Z",750,"(43.289828,5.60253)","SARTORIUS STEDIM FMT SAS"
"39790408700012","01.13Z",35,"(43.88021,4.845795)","SARL DU TILLEUL"
"44423195500014","16.23Z",35,"(44.298423,2.2521)","SICOB CHARPENTE"
"55208131734090","35.11Z",750,"(48.499477,3.50765)","CNPE DE NOGENT SUR SEINE"
"05781902100023","08.12Z",35,"(43.302075,5.5713)","SOCIETE DES CARRIERES ET BETON B.BRONZO ET SES FILS EN ABREGE CARRIERES BRONZO"
"35119334700025","27.52Z",35,"(43.284304,5.600389)","JACQUES GIORDANO INDUSTRIES"
"82899975500014","16.23Z",35,"(44.797345,2.776382)","EBA"
"48572062700309","24.33Z",35,"(49.671362,4.984097)","ARCELORMITTAL CONSTRUCTION FRANCE"
"37991423700035","19.20Z",375,"(43.451226,4.933732)","ESSO RAFFINAGE"
"78552018000015","24.51Z",225,"(49.735184,4.82086)","INVICTA GROUP"
"63728004100038","28.12Z",35,"(43.539202,5.049873)","DESHONS HYDRAULIQUE"
"95060150000016","23.13Z",35,"(48.573533,3.514367)","VERRERIES TECHNIQUES APPLIQUES FRANCE"
"48081820200040","25.11Z",35,"(43.795139,4.77796)","AV COMPOSITES"
"68578036300022","22.29A",75,"(49.676035,4.982888)","STE FABER"
"54206547900264","24.51Z",1500,"(49.7267,4.7375382)","PSA AUTOMOBILES SA"
"77672947700013","31.01Z",35,"(44.360486,2.595747)","MATHOU CREATIONS"
"43945093300056","32.30Z",75,"(48.313506,4.08114)","PISCINES MAGILINE"
"33227624500047","28.13Z",35,"(43.281223,5.612354)","CHAUD FROID INDUSTRIE"
"31261306000069","08.12Z",35,"(43.650654,5.580811)","DURANCE GRANULATS"
"50805837700013","28.92Z",35,"(43.483569,5.382042)","ARAMINE"
"33348317000028","27.40Z",35,"(48.52402,4.580717)","FONTES DE PARIS"
"45030856400035","26.11Z",150,"(43.473913,5.607771)","SMART PACKAGING SOLUTIONS"
"34020520200021","31.02Z",75,"(44.475571,2.737293)","STRATAGEM"
"39054245400025","20.14Z",35,"(48.030602,4.443425)","CARBONEX"
"72288028300014","16.10A",35,"(48.397158,4.535691)","MONNIOT"
"35005556200028","25.11Z",35,"(48.17639,4.212447)","SARL SOTRAMO"
"48358403300011","22.29A",35,"(43.02253,1.096587)","QAPI FRANCE (CPI)"
"39778008100022","10.82Z",75,"(42.958661,2.260531)","LITTORAL SUD"
"79920950700018","10.52Z",35,"(43.207458,2.318292)","LA FABRIQUE DU SUD"
"39104882400059","20.59Z",75,"(43.398798,5.561472)","SOLVANTS DISTILLATION SYNTHESE"
"35220939900018","20.30Z",150,"(43.281368,5.621156)","PEBEO"
"34241862100039","10.39A",75,"(43.821558,5.017304)","SORAM-VITACROC"
"32907201100037","32.50A",35,"(43.200241,5.594718)","BIOTECHNI"
"30337540600020","26.51B",375,"(43.699071,5.082159)","MIRION TECHNOLOGIES (MGPI) SA"
"06380255700031","10.72Z",35,"(43.283535,5.612502)","LA CIGALE DOREE"
"69980030600036","26.30Z",75,"(44.068163,2.986142)","ACTIA TELECOM"
"47848238300021","26.51B",35,"(43.284787,5.597228)","TELEDYNE OLDHAM SIMTRONICS"
"41789091000025","20.13B",75,"(43.398217,5.36659)","SPI POLYOLS"
"43548054600132","01.13Z",75,"(43.782402,4.861263)","HM.CLAUSE"
"45301386400013","37.00Z",35,"(43.290034,5.53029)","BF ASSAINISSEMENTS"
"39981808700021","14.31Z",35,"(48.280737,4.088614)","TISMAIL"
"78582046500017","25.99B",35,"(49.821892,4.825896)","ETABLISSEMENTS GASTON ROZE ET FILS"
"48459557400076","38.11Z",35,"(49.768509,4.71034)","URBASER ENVIRONNEMENT"
"42126440900028","20.14Z",75,"(48.2264,4.132859)","DISLAUB"
"35004087900024","29.20Z",75,"(48.24033,4.477229)","BAROCLEAN"
"72288145500025","22.29A",35,"(48.326173,4.099895)","PLASTIQUES DE CHAMPAGNE"
"45341717200013","11.02B",35,"(43.26178,2.946841)","CONDITIONNEMENT VINS SERVICES"
"39883603100029","15.12Z",35,"(48.520351,3.711567)","MAROQUINERIE DE CHAMPAGNE"
"34340353102015","38.11Z",75,"(48.313185,4.028171)","COLLECTES VALORISATION ENERGIE DECHETS - COVED"
"48016654500016","28.22Z",35,"(43.206647,2.0762)","ETABLISSEMENTS LAPEYRE"
"95780241600033","10.39A",150,"(48.236872,3.677027)","BONDUELLE TRAITEUR INTERNATIONAL"
"39342235700011","10.11Z",150,"(44.362979,2.631704)","SOCIETE PORC MONTAGNE"
"33262817100164","38.32Z",35,"(43.397719,5.189141)","PURFER"
"32286428100017","15.11Z",35,"(44.342574,2.578941)","TANNERIE F ARNAL"
"79127855900012","10.91Z",35,"(44.336362,2.021122)","SOLEVIAL"
